Abbrev.Name,NLA,WQP
PFBA,203.98418199579993,72
PFPeA,287.8850501984036,6650
PFHpA,187.90717019697055,0.673
PFOA,40.064006623437955,4.3
PFNA,1.369825322419494,0.59254795621171
PFDA,0.406696056178832,2.3
PFUnA,0.09412353113292748,NA
PFDoA,0.00543437968787758,1.4
PFTrDA,0.01063252149239482,0.9000000000000001
PFTeDA,0.016528871054598798,0.5985
PFHxS,4.109735315743633,1065
PFHpS,0.3754196199657148,1.05
PFOS,1.757444571700205,5.7
PFOSA,0.35624085924087323,0.6
